Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,Exchange
NMM,Navios Maritime Partners LP,1.14,$191.05M,2007,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nmm,,NYSE
NAV,Navistar International Corporation,25.77,$2.55B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nav,,NYSE
NAV^D,Navistar International Corporation,23.63,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nav^d,,NYSE
NCS,"NCI Building Systems, Inc.",9.82,$1.23B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/ncs,,NYSE
NCR,NCR Corporation,23.53,$2.78B,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/ncr,,NYSE
NP,"Neenah, Inc.",65.12,$1.1B,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/np,,NYSE
NNI,"Nelnet, Inc.",51.08,$2.08B,2003,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nni,,NYSE
NPTN,NeoPhotonics Corporation,6.65,$306.23M,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/nptn,,NYSE
NETS,Netshoes (Cayman) Limited,1.26,$39.13M,2017,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/nets,,NYSE
NVRO,Nevro Corp.,39.54,$1.19B,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvro,,NYSE
HYB,"New America High Income Fund, Inc. (The)",7.88,$184.15M,1988,n/a,n/a,https://www.nasdaq.com/symbol/hyb,,NYSE
NFC,New Frontier Corporation,9.7,$392.49M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nfc,,NYSE
NFC.U,New Frontier Corporation,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/nfc.u,,NYSE
NFC.WS,New Frontier Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nfc.ws,,NYSE
GF,"New Germany Fund, Inc. (The)",14.79,$235.92M,1990,n/a,n/a,https://www.nasdaq.com/symbol/gf,,NYSE
NWHM,New Home Company Inc. (The),6.13,$125.29M,2014,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/nwhm,,NYSE
IRL,"New Ireland Fund, Inc. (The)",8.08,$40.25M,1990,n/a,n/a,https://www.nasdaq.com/symbol/irl,,NYSE
NEWM,New Media Investment Group Inc.,12.22,$736.83M,2014,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/newm,,NYSE
NMFC,New Mountain Finance Corporation,12.84,$977.21M,2011,n/a,n/a,https://www.nasdaq.com/symbol/nmfc,,NYSE
NMFX,New Mountain Finance Corporation,24.9463,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/nmfx,,NYSE
EDU,"New Oriental Education & Technology Group, Inc.",56.69,$8.98B,2006,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/edu,,NYSE
NEWR,"New Relic, Inc.",87.17,$4.97B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/newr,,NYSE
NRZ,New Residential Investment Corp.,15.68,$5.34B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nrz,,NYSE
SNR,New Senior Investment Group Inc.,4.73,$388.56M,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snr,,NYSE
NYCB,"New York Community Bancorp, Inc.",9.42,$4.62B,n/a,Finance,Banks,https://www.nasdaq.com/symbol/nycb,,NYSE
NYCB^A,"New York Community Bancorp, Inc.",23.62,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nycb^a,,NYSE
NYCB^U,"New York Community Bancorp, Inc.",44.486,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nycb^u,,NYSE
NYT,New York Times Company (The),24.49,$4.04B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nyt,,NYSE
NFX,Newfield Exploration Company,14.7,$2.95B,1993,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nfx,,NYSE
NJR,NewJersey Resources Corporation,50.21,$4.44B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/njr,,NYSE
NEU,NewMarket Corporation,394.11,$4.49B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/neu,,NYSE
NEM,Newmont Mining Corporation,33.31,$17.74B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nem,,NYSE
NR,"Newpark Resources, Inc.",6.6,$599.33M,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/nr,,NYSE
NEXA,Nexa Resources S.A.,11.88,$1.58B,2017,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nexa,,NYSE
NXRT,"NexPoint Residential Trust, Inc.",35.27,$828.83M,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nxrt,,NYSE
NHF,NexPoint Strategic Opportunities Fund,20.96,$676.87M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nhf,,NYSE
NEP,"NextEra Energy Partners, LP",45.24,$2.53B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nep,,NYSE
NEE,"NextEra Energy, Inc.",181.24,$86.62B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nee,,NYSE
NEE^I,"NextEra Energy, Inc.",21.97,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nee^i,,NYSE
NEE^J,"NextEra Energy, Inc.",21.47,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nee^j,,NYSE
NEE^K,"NextEra Energy, Inc.",22.68,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nee^k,,NYSE
NEE^R,"NextEra Energy, Inc.",60,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nee^r,,NYSE
NGL,NGL ENERGY PARTNERS LP,10.2,$1.26B,2011,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/ngl,,NYSE
NGL^B,NGL ENERGY PARTNERS LP,22.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ngl^b,,NYSE
NMK^B,"Niagara Mohawk Holdings, Inc.",94.5,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/nmk^b,,NYSE
NMK^C,"Niagara Mohawk Holdings, Inc.",93.5597,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/nmk^c,,NYSE
NLSN,Nielsen N.V.,25.72,$9.13B,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/nlsn,,NYSE
NKE,"Nike, Inc.",72.53,$115.19B,n/a,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/nke,,NYSE
NINE,"Nine Energy Service, Inc.",23.25,$701.43M,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nine,,NYSE
NIO,NIO Inc.,7.7,$7.9B,2018,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nio,,NYSE
NI,"NiSource, Inc",27.49,$10.23B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ni,,NYSE
NL,"NL Industries, Inc.",3.55,$172.98M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/nl,,NYSE
NOAH,Noah Holdings Ltd.,42.71,$2.45B,2010,Finance,Investment Managers,https://www.nasdaq.com/symbol/noah,,NYSE
NE,Noble Corporation,3.22,$794.68M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ne,,NYSE
NBL,Noble Energy Inc.,21.79,$10.45B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nbl,,NYSE
NBLX,Noble Midstream Partners LP,34.73,$1.38B,2016,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/nblx,,NYSE
NOK,Nokia Corporation,5.94,$33.22B,1994,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/nok,,NYSE
NOMD,Nomad Foods Limited,17.6,$3.06B,2016,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/nomd,,NYSE
NMR,Nomura Holdings Inc ADR,4.01,$13.1B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nmr,,NYSE
OSB,Norbord Inc.,25.05,$2.18B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/osb,,NYSE
NAO,Nordic American Offshore Ltd,0.4752,$29.46M,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nao,,NYSE
NAT,Nordic American Tankers Limited,2.51,$356.34M,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nat,,NYSE
JWN,"Nordstrom, Inc.",48.61,$8.13B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/jwn,,NYSE
NSC,Norfolk Souther Corporation,150.88,$41.09B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/nsc,,NYSE
NOA,North American Construction Group Ltd.,8.64,$233.87M,2006,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/noa,,NYSE
NRT,North European Oil Royality Trust,5.92,$54.41M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nrt,,NYSE
NOC,Northrop Grumman Corporation,262.71,$45.61B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/noc,,NYSE
NRE,NorthStar Realty Europe Corp.,15.94,$794.09M,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nre,,NYSE
NWN,Northwest Natural Holding Company,67.06,$1.93B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/nwn,,NYSE
NWE,NorthWestern Corporation,63.93,$3.22B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/nwe,,NYSE
NCLH,Norwegian Cruise Line Holdings Ltd.,47.62,$10.48B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nclh,,NYSE
NVS,Novartis AG,87.39,$201.87B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvs,,NYSE
NVO,Novo Nordisk A/S,46.5,$111.42B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvo,,NYSE
DNOW,NOW Inc.,11.87,$1.29B,2014,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/dnow,,NYSE
NRG,"NRG Energy, Inc.",42.32,$12.27B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nrg,,NYSE
NUS,"Nu Skin Enterprises, Inc.",63.79,$3.54B,1996,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/nus,,NYSE
NUE,Nucor Corporation,56.39,$17.7B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/nue,,NYSE
NS,Nustar Energy L.P.,24.08,$2.58B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/ns,,NYSE
NS^A,Nustar Energy L.P.,20.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ns^a,,NYSE
NS^B,Nustar Energy L.P.,18.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ns^b,,NYSE
NS^C,Nustar Energy L.P.,21.955,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ns^c,,NYSE
NSS,"NuStar Logistics, L.P.",24.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nss,,NYSE
NTR,Nutrien Ltd.,46.98,$28.76B,2018,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/ntr,,NYSE
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,6.22,$83.97M,2014,n/a,n/a,https://www.nasdaq.com/symbol/jmlp,,NYSE
NVG,Nuveen AMT-Free Municipal Credit Income Fund,13.77,$2.79B,2002,n/a,n/a,https://www.nasdaq.com/symbol/nvg,,NYSE
NUV,Nuveen AMT-Free Municipal Value Fund,9.34,$1.93B,1987,n/a,n/a,https://www.nasdaq.com/symbol/nuv,,NYSE
NUW,Nuveen AMT-Free Municipal Value Fund,14.78,$227.6M,2009,n/a,n/a,https://www.nasdaq.com/symbol/nuw,,NYSE
NEA,Nuveen AMT-Free Quality Municipal Income Fund,12.27,$3.22B,2002,n/a,n/a,https://www.nasdaq.com/symbol/nea,,NYSE
NAZ,Nuveen Arizona Quality Municipal Income Fund,11.79,$136.59M,1992,n/a,n/a,https://www.nasdaq.com/symbol/naz,,NYSE
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,12.75,$606.65M,2002,n/a,n/a,https://www.nasdaq.com/symbol/nkx,,NYSE
NCB,Nuveen California Municipal Value Fund 2,15.2401,$50.29M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncb,,NYSE
NCA,"Nuveen California Municipal Value Fund, Inc.",9.03,$253.66M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nca,,NYSE
NAC,Nuveen California Quality Municipal Income Fund,12.63,$1.83B,1999,n/a,n/a,https://www.nasdaq.com/symbol/nac,,NYSE
NTC,Nuveen Connecticut Quality Municipal Income Fund,11.25,$161.95M,1993,n/a,n/a,https://www.nasdaq.com/symbol/ntc,,NYSE
JCE,Nuveen Core Equity Alpha Fund,12.47,$199.88M,2007,n/a,n/a,https://www.nasdaq.com/symbol/jce,,NYSE
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,8.95,$247.77M,2017,n/a,n/a,https://www.nasdaq.com/symbol/jco,,NYSE
JQC,Nuveen Credit Strategies Income Fund,7.42,$1.01B,2003,n/a,n/a,https://www.nasdaq.com/symbol/jqc,,NYSE
JDD,Nuveen Diversified Dividend and Income Fund,9.26,$182.85M,2003,n/a,n/a,https://www.nasdaq.com/symbol/jdd,,NYSE
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,16.86,$608.87M,2014,n/a,n/a,https://www.nasdaq.com/symbol/diax,,NYSE
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,7.75,$110.33M,2017,n/a,n/a,https://www.nasdaq.com/symbol/jemd,,NYSE
JMF,Nuveen Energy MLP Total Return Fund,9.01,$367.49M,2011,n/a,n/a,https://www.nasdaq.com/symbol/jmf,,NYSE
NEV,Nuveen Enhanced Municipal Value Fund,12.73,$317.61M,2009,n/a,n/a,https://www.nasdaq.com/symbol/nev,,NYSE
JFR,Nuveen Floating Rate Income Fund,9.36,$532.76M,2004,n/a,n/a,https://www.nasdaq.com/symbol/jfr,,NYSE
JRO,Nuveen Floating Rate Income Opportuntiy Fund,9.32,$378.03M,2004,n/a,n/a,https://www.nasdaq.com/symbol/jro,,NYSE
NKG,Nuveen Georgia Quality Municipal Income Fund ,10.97,$114.6M,2002,n/a,n/a,https://www.nasdaq.com/symbol/nkg,,NYSE
JGH,Nuveen Global High Income Fund,14.03,$325.95M,2014,n/a,n/a,https://www.nasdaq.com/symbol/jgh,,NYSE
JHY,Nuveen High Income 2020 Target Term Fund,9.986,$157.51M,2015,n/a,n/a,https://www.nasdaq.com/symbol/jhy,,NYSE
JHD,Nuveen High Income December 2019 Target Term Fund,9.9175,$268.41M,2016,n/a,n/a,https://www.nasdaq.com/symbol/jhd,,NYSE
JHB,Nuveen High Income November 2021 Target Term Fund,9.39,$524.63M,2016,n/a,n/a,https://www.nasdaq.com/symbol/jhb,,NYSE
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,13.32,$84.58M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxc,,NYSE
NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,13,$51.02M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxn,,NYSE
NID,Nuveen Intermediate Duration Municipal Term Fund,12.37,$580.27M,2012,n/a,n/a,https://www.nasdaq.com/symbol/nid,,NYSE
NMY,Nuveen Maryland Quality Municipal Income Fund,11.78,$272.82M,1993,n/a,n/a,https://www.nasdaq.com/symbol/nmy,,NYSE
NMT,Nuveen Massachusetts Municipal Income Fund,11.71,$109.17M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nmt,,NYSE
NUM,Nuveen Michigan Quality Municipal Income Fund,12.42,$252.63M,1991,n/a,n/a,https://www.nasdaq.com/symbol/num,,NYSE
NMS,Nuveen Minnesota Quality Municipal Income Fund,12.12,$70.2M,2014,n/a,n/a,https://www.nasdaq.com/symbol/nms,,NYSE
NOM,Nuveen Missouri Quality Municipal Income Fund,11.75,$27.55M,1993,n/a,n/a,https://www.nasdaq.com/symbol/nom,,NYSE
JLS,Nuveen Mortgage Opportunity Term Fund,23.43,$372.27M,2009,n/a,n/a,https://www.nasdaq.com/symbol/jls,,NYSE
JMM,Nuveen Multi-Market Income Fund,6.81,$64.44M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jmm,,NYSE
NHA,Nuveen Municipal 2021 Target Term Fund,9.32,$80.36M,2016,n/a,n/a,https://www.nasdaq.com/symbol/nha,,NYSE
NZF,Nuveen Municipal Credit Income Fund,13.49,$1.92B,2007,n/a,n/a,https://www.nasdaq.com/symbol/nzf,,NYSE
NMZ,Nuveen Municipal High Income Opportunity Fund,11.77,$754.21M,2003,n/a,n/a,https://www.nasdaq.com/symbol/nmz,,NYSE
NMI,"Nuveen Municipal Income Fund, Inc.",10.19,$89.02M,1988,n/a,n/a,https://www.nasdaq.com/symbol/nmi,,NYSE
NJV,Nuveen New Jersey Municipal Value Fund,12.44,$19.09M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/njv,,NYSE
NXJ,Nuveen New Jersey Quality Municipal Income Fund,12.75,$530.78M,2001,n/a,n/a,https://www.nasdaq.com/symbol/nxj,,NYSE
NRK,Nuveen New York AMT-Free Quality Municipal,11.7,$1.02B,2002,n/a,n/a,https://www.nasdaq.com/symbol/nrk,,NYSE
NYV,Nuveen New York Municipal Value Fund 2,13.15,$30.9M,2009,n/a,n/a,https://www.nasdaq.com/symbol/nyv,,NYSE
NNY,"Nuveen New York Municipal Value Fund, Inc.",9.4,$143.06M,1988,n/a,n/a,https://www.nasdaq.com/symbol/nny,,NYSE
NAN,Nuveen New York Quality Municipal Income Fund,12.22,$377.53M,1999,n/a,n/a,https://www.nasdaq.com/symbol/nan,,NYSE
NNC,Nuveen North Carolina Quality Municipal Income Fd,11.88,$193.86M,1993,n/a,n/a,https://www.nasdaq.com/symbol/nnc,,NYSE
NUO,Nuveen Ohio Quality Municipal Income Fund,13.32,$245.23M,1991,n/a,n/a,https://www.nasdaq.com/symbol/nuo,,NYSE
NPN,Nuveen Pennsylvania Municipal Value Fund,12.43,$15.19M,2009,n/a,n/a,https://www.nasdaq.com/symbol/npn,,NYSE
NQP,Nuveen Pennsylvania Quality Municipal Income Fund,12.25,$459.11M,1991,n/a,n/a,https://www.nasdaq.com/symbol/nqp,,NYSE
JPC,Nuveen Preferred & Income Opportunities Fund,8.38,$865.93M,2003,n/a,n/a,https://www.nasdaq.com/symbol/jpc,,NYSE
JPS,Nuveen Preferred & Income Securities Fund,7.9,$1.61B,2002,n/a,n/a,https://www.nasdaq.com/symbol/jps,,NYSE
JPT,Nuveen Preferred and Income 2022 Term Fund,21.129,$144.34M,2017,n/a,n/a,https://www.nasdaq.com/symbol/jpt,,NYSE
JPI,Nuveen Preferred and Income Term Fund,20.36,$463.34M,2012,n/a,n/a,https://www.nasdaq.com/symbol/jpi,,NYSE
NAD,Nuveen Quality Municipal Income Fund,12.49,$2.52B,1999,n/a,n/a,https://www.nasdaq.com/symbol/nad,,NYSE
JRI,Nuveen Real Asset Income and Growth Fund,14.23,$393.21M,2012,n/a,n/a,https://www.nasdaq.com/symbol/jri,,NYSE
JRS,Nuveen Real Estate Fund,9.01,$260.32M,2001,n/a,n/a,https://www.nasdaq.com/symbol/jrs,,NYSE
BXMX,Nuveen S&P 500 Buy-Write Income Fund,12.35,$1.28B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bxmx,,NYSE
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,14.92,$246.43M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spxx,,NYSE
NIM,Nuveen Select Maturities Municipal Fund,9.69,$120.6M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nim,,NYSE
NXP,Nuveen Select Tax Free Income Portfolio,14.06,$232.98M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxp,,NYSE
NXQ,Nuveen Select Tax Free Income Portfolio II,13.35,$236.48M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxq,,NYSE
NXR,Nuveen Select Tax Free Income Portfolio III,14.17,$184.86M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxr,,NYSE
NSL,Nuveen Senior Income Fund,5.58,$215.51M,1999,n/a,n/a,https://www.nasdaq.com/symbol/nsl,,NYSE
JSD,Nuveen Short Duration Credit Opportunities Fund,14.75,$148.91M,2011,n/a,n/a,https://www.nasdaq.com/symbol/jsd,,NYSE
NBB,Nuveen Taxable Municipal Income Fund,19.08,$652.44M,2010,n/a,n/a,https://www.nasdaq.com/symbol/nbb,,NYSE
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,14.36,$208M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jtd,,NYSE
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,10.34,$143.22M,2004,n/a,n/a,https://www.nasdaq.com/symbol/jta,,NYSE
NTX,Nuveen Texas Quality Municipal Income Fund,12.74,$127.03M,1991,n/a,n/a,https://www.nasdaq.com/symbol/ntx,,NYSE
NPV,Nuveen Virginia Quality Municipal Income Fund,11.72,$209.8M,1993,n/a,n/a,https://www.nasdaq.com/symbol/npv,,NYSE
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,12.36,$161.88M,2013,n/a,n/a,https://www.nasdaq.com/symbol/niq,,NYSE
JMT,Nuven Mortgage Opportunity Term Fund 2,22.5,$109.6M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jmt,,NYSE
NVT,nVent Electric plc,22.56,$4.05B,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nvt,,NYSE
NVR,"NVR, Inc.",2446.01,$8.84B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/nvr,,NYSE
OAK,"Oaktree Capital Group, LLC",41.01,$6.44B,2012,Finance,Investment Managers,https://www.nasdaq.com/symbol/oak,,NYSE
OAK^A,"Oaktree Capital Group, LLC",23.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oak^a,,NYSE
OAK^B,"Oaktree Capital Group, LLC",23.09,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oak^b,,NYSE
OSLE,Oaktree Specialty Lending Corporation,25.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/osle,,NYSE
OMP,Oasis Midstream Partners LP,19.43,$656.33M,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/omp,,NYSE
OAS,Oasis Petroleum Inc.,5.89,$1.88B,2010,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/oas,,NYSE
OBE,Obsidian Energy Ltd.,0.4447,$225.59M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/obe,,NYSE
OXY,Occidental Petroleum Corporation,65.1,$49.15B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/oxy,,NYSE
OII,"Oceaneering International, Inc.",14.31,$1.41B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/oii,,NYSE
OZM,Och-Ziff Capital Management Group LLC,1.3,$639.55M,2007,Finance,Investment Managers,https://www.nasdaq.com/symbol/ozm,,NYSE
OCN,Ocwen Financial Corporation,1.41,$188.82M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ocn,,NYSE
OFG,OFG Bancorp,16.78,$860.71M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ofg,,NYSE
OFG^A,OFG Bancorp,24.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ofg^a,,NYSE
OFG^B,OFG Bancorp,23.7989,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofg^b,,NYSE
OFG^D,OFG Bancorp,24.62,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofg^d,,NYSE
OGE,OGE Energy Corp,41.6,$8.31B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/oge,,NYSE
OIBR.C,Oi S.A.,n/a,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/oibr.c,,NYSE
OIBR~,Oi S.A.,0.02,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oibr~,,NYSE
OIS,"Oil States International, Inc.",16.11,$966.26M,2001,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/ois,,NYSE
ODC,Oil-Dri Corporation Of America,26.97,$201.19M,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/odc,,NYSE
ORI,Old Republic International Corporation,21.41,$6.48B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ori,,NYSE
OLN,Olin Corporation,20.02,$3.34B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/oln,,NYSE
OHI,"Omega Healthcare Investors, Inc.",36.7,$7.37B,1992,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ohi,,NYSE
OMC,Omnicom Group Inc.,75.78,$16.98B,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/omc,,NYSE
OMN,OMNOVA Solutions Inc.,6.61,$296.65M,n/a,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/omn,,NYSE
ONDK,"On Deck Capital, Inc.",6.63,$497.56M,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ondk,,NYSE
OGS,"ONE Gas, Inc.",86.73,$4.56B,2014,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ogs,,NYSE
OLP,"One Liberty Properties, Inc.",26.44,$512.61M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/olp,,NYSE
OMAD,One Madison Corporation,10.07,$415.39M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/omad,,NYSE
OMAD.U,One Madison Corporation,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/omad.u,,NYSE
OMAD.WS,One Madison Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/omad.ws,,NYSE
OMF,"OneMain Holdings, Inc.",25.47,$3.46B,2013,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/omf,,NYSE
OKE,"ONEOK, Inc.",60.19,$24.76B,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/oke,,NYSE
ONE,OneSmart International Education Group Limited,7.37,$1.2B,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/one,,NYSE
OOMA,"Ooma, Inc.",13.57,$272.76M,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/ooma,,NYSE
OPY,"Oppenheimer Holdings, Inc.",24.82,$329.55M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/opy,,NYSE
ORCL,Oracle Corporation,46.6,$176.55B,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/orcl,,NYSE
ORAN,Orange,16.32,$43.33B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/oran,,NYSE
ORC,"Orchid Island Capital, Inc.",6.59,$334.18M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/orc,,NYSE
